Tweets,DateTime,sentiment,country
  Get involved with the MECFS community if any of your loved ones seem to be developing long covid weve been doing this for a while and have helpful hints Most important is NOT to push yourselfthem you can do lasting damage by doing too much on a good day,2021-01-18 22:02:59+00:00,neutral,
Long Covid in children  data is now being collated in other counties yet we in Ireland are basing decisions on no data All being swept under the carpet Our children need protecting  LongCovidKids ,2021-01-19 06:22:59+00:00,negative,Ireland
Techs long COVID19 What privacy battles will define 2021  gdpr,2021-01-19 08:24:26+00:00,neutral,
Do they lift almost all restrictions once that risk is averted Much harder to justify them if the risk of people dying is so much lower But lifting restrictions will likely lead to a spike in cases and still carries risks long COVID absenteeism etc 410,2021-01-19 11:13:35+00:00,negative,
 GP receptionist said I was referred to a Bucks Long Covid clinic 9th December So far I havent heard a thing,2021-01-19 13:43:08+00:00,neutral,
  Have to count long covid cant keep hiding it,2021-01-19 13:52:14+00:00,negative,
"Trust the FirstNations to do get it right 

FYI this weird Autodischarge on Cases is why LongCOVID doesnt exist  The media should have never let them get away with it  
DecisionSupport ",2021-01-19 14:41:57+00:00,negative,
"12 Month update with living with Long Covid 

Nearly a year after he first showed symptoms of coronavirus opera singer  is still struggling with the longterm effects  

 LongCovid    

",2021-01-19 14:47:25+00:00,negative,
Some examples of invisible conditions this is not an exhaustive list include AcademicMentalHealth ChronsDisease Autism MultipleSclerosis Cancer Fibromyalgia Asthma Deaf HardOfHearing Aging epilepsy braininjury dyslexia ADHD LongCovid 4,2021-01-19 16:06:21+00:00,negative,
"  Forgot to say I have had LongCovid 16 weeks
Today is the worst day for weeks amp all because I went outside without a mask yesterday amp got some cold air in my lungs",2021-01-19 17:09:05+00:00,negative,
    Death isnt a serious consequence no Long covid not a serious consequence either How many of either do you think are worth dealing with over a vaccine that is highly unlikely to produce the same level of consequences,2021-01-19 19:21:15+00:00,negative,
"Young Irish mum describes harrowing longCovid symptoms ten months on



No mention of MyalgicEncephalomyelitis ChronicFatigueSyndrome but it does sound like it

Covidlonghaulers PostViralFatigueSyndrome PostViralSyndrome PVFS postcovid19",2021-01-19 20:14:50+00:00,negative,
 Long covid has made you actually delusional but youve drank too much koolaid to ever go back,2021-01-19 21:15:59+00:00,negative,
 That looks very sorethere are so many different ways that long covid affects people I,2021-01-19 21:22:04+00:00,negative,
  Can you show me studies that show that long Covid is more of a risk for young people and that it lasts for the rest of peoples lives,2021-01-20 08:11:31+00:00,neutral,
" Why are you asking Twitter
In general after contracting a virus you are immune for a period of time but Im not sure how long covid immunity lasts
And since covid has mutated a few times they could still catch a new variant of the virus

But ask a doctor dude",2021-01-20 10:35:05+00:00,negative,
"New  on LongCovid

Large cohort study with longest so far followup in adult patients discharged from hospital after COVID19 At 6 months post onset most patients had fatigue or muscle weakness sleep difficulties anxiety or depression 

",2021-01-20 11:24:05+00:00,neutral,
" I cant like the tweet

I remained baffled that the UK has ended up here

Im furious everyday because of it

Im  for those who have lost loved ones or witnessed the loss of those to COVID19 NHS 

Im worried for those with LongCovid",2021-01-20 11:54:17+00:00,negative,
  The risk from Long Covid is astronomically greater than the risk of a serious side effect from the vaccine,2021-01-20 12:38:33+00:00,negative,
     You think of yourself Heather and only of yourself My sister in law has been off for 9 months with long Covid My Dad who has damentia has had no daycare for months But you no likee masks so who cares about the collateral damage Nor you thats for sure,2021-01-20 13:00:39+00:00,negative,
"LongCOVID in the skin and new health issues to address requiring significant future investment This report provides the largest dataset to date on persistent skin signs and symptoms of COVID19 and the duration for several distinct skin manifestations

",2021-01-20 13:14:07+00:00,neutral,
  Oh he knows He just chooses not to acknowledge it as the serious disease that it is Hes a long history of sticking his head in the sand Hes complicit in the neglect MEcfs patients suffer And to think how much suffering could have been prevented now with LongCovid,2021-01-20 19:59:37+00:00,negative,
" reports on 2020 advocacy achievements including congressional approval of 115 billion to the NIH as a setaside specifically for research and clinical trials related to longterm studies of COVID19

MEAwarenessHour LongCovid

",2021-01-20 20:21:00+00:00,positive,
Incoherent  evidence of long CoVid ,2021-01-20 20:51:49+00:00,neutral,
 I would love to know more about what the physio prescribed Im in Scotland there are no long covid clinics and Im struggling to know what I should be doing At 10 months,2021-01-20 21:14:24+00:00,negative,
 Im sorry  this happened to you  Im glad all your other encounters with medical staff have been positive This doc shouldnt be at a longcovid clinic if theyre not prepared to listen and acknowledge what are very difficult circumstances for most patients  ,2021-01-20 22:55:48+00:00,negative,
 Does anyone know if anyone with LongCovid has been tried with Plasma monoclonal antibodies or anything similar If not why,2021-01-20 23:04:04+00:00,neutral,
 I dont know how I missed it but  told me you have long Covid too  and looks like you are way ahead of me  Im on 2 months now Hang tough  this sucks  and is scary,2021-01-21 00:52:04+00:00,negative,
why we need a vaccine in PakistanWuhan follow up study on Long Covid  via ,2021-01-21 06:26:03+00:00,neutral,Pakistan
Longterm followup of recovered patients with COVID19  The Lancet longcovid  ,2021-01-21 10:45:12+00:00,neutral,
 WTAF A doctor in a specialist long covid clinic who dismisses your long covid symptoms sounds like a doctor in the wrong specialism,2021-01-21 12:05:35+00:00,negative,
Worth a read LongCovid and ME ,2021-01-21 12:15:05+00:00,neutral,
"  Sadly there are some children who have been hospitalized with covid And many suffering with long covid 
Infection rate in teachers last term was double that of average population and triple for support staff Who will teach the children when staff are Ill",2021-01-21 13:28:32+00:00,negative,
Great piece on LongCovid and MECFS ,2021-01-21 13:32:43+00:00,positive,
 It is odd that all this time I have never read anything on long covid I read it now with your tweet I need to search more on that I hope your partner feels better soon and you are both safe amp well,2021-01-21 14:04:07+00:00,negative,
It makes me so sad to write this but things are about to get a whole lot worse with LongCovid As a society we must do better for these people than we have for those with MEcfs,2021-01-21 14:22:08+00:00,negative,
"315 In this thread we call it LongCovid It occurs when symptoms persist  12 weeks after acute infection clears amp are not better explained by an alt Dx

Some key s are
Etiology
Genes involved
LTeffects
Best prevention
Best Rx
Will vax help
Autoimmunity ",2021-01-21 17:08:41+00:00,neutral,
  Mark Davis at Stanford is studying a large COVID cohort with NIH funding to look at B and T cells This should be funded to include Long COVID and longitudinal sampling,2021-01-21 19:36:57+00:00,neutral,
     I continue to pray for you that you are feeling yourself again I hate it that you and others got long COVID from the virus I pray that all COVID survivors can get medical attention especially long COVID patients like you one day Take care Emma,2021-01-21 20:54:38+00:00,negative,
Great to see s  piece about longcovid today Now can we talk about ThePuzzleSolver s book about MECFS Published by  on Jan 5 and drowned out in the political maelstrom Editors I have a piece written amp ready to go DM for details ,2021-01-21 21:10:00+00:00,positive,
New York Times asks all the right questions of all the right ppl Will the explosion of longCovid cases spur research and that could yield treatments that may help the longsuffering MECFS community  ,2021-01-21 23:22:25+00:00,positive,
"Perhaps to a greater extent than at any point since the first world war we find that our lives do not matter to those who govern us George Monbiot
 
Were about to see a wave of long Covid When will the government take it seriously ",2021-01-22 03:31:52+00:00,negative,
